,,,,,,,,,,,,,,,,,,
Index,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
7048,CA-2017-150581,8/4/2017,Standard Class,NM-18445,Nathan Mautz,Facebook,United States,Concord,California,94521,West,Special Projects Muesil,Gluten Free,TEC-AC-10001908,399.96,4,0,139.986
7054,CA-2019-165330,11/12/2019,First Class,WB-21850,William Brown,Email,United States,Anaheim,California,92804,West,Special Projects Muesil,Gluten Free,TEC-AC-10000057,119.96,4,0,25.1916
7082,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Email,United States,Charlotte,North Carolina,28205,South,Special Projects Muesil,Gluten Free,TEC-AC-10002049,1012.68,3,0.2,303.804
7095,US-2018-153374,9/2/2018,Second Class,JF-15565,Jill Fjeld,Email,United States,Decatur,Illinois,62521,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001908,479.952,6,0.2,89.991
7107,CA-2020-128944,19/6/2020,Second Class,KH-16330,Katharine Harms,Sales,United States,Newark,Ohio,43055,East,Special Projects Muesil,Gluten Free,TEC-AC-10001553,122.328,9,0.2,1.5291
7130,CA-2019-166282,16/4/2019,Standard Class,PK-19075,Pete Kriz,Email,United States,Nashville,Tennessee,37211,South,Special Projects Muesil,Gluten Free,TEC-AC-10004209,35.168,4,0.2,8.3524
7141,CA-2020-128783,7/9/2020,First Class,TG-21640,Trudy Glocke,Email,United States,Saint Charles,Missouri,63301,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002473,113.52,4,0,46.5432
7172,CA-2020-125381,25/4/2020,Second Class,SG-20605,Speros Goranitis,Email,United States,San Francisco,California,94109,West,Special Projects Muesil,Gluten Free,TEC-AC-10000158,107.97,3,0,22.6737
7173,US-2020-141677,26/3/2020,Standard Class,HK-14890,Heather Kirkland,Sales,United States,Houston,Texas,77070,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000158,143.96,5,0.2,1.7995
7182,CA-2019-138667,27/12/2019,Second Class,MW-18220,Mitch Webber,Email,United States,Lancaster,Ohio,43130,East,Special Projects Muesil,Gluten Free,TEC-AC-10003063,40,2,0.2,0.5
7219,CA-2018-150770,3/5/2018,First Class,LC-16870,Lena Cacioppo,Email,United States,San Francisco,California,94109,West,Special Projects Muesil,Gluten Free,TEC-AC-10000844,339.96,4,0,122.3856
7223,CA-2020-113075,2/9/2020,Standard Class,MC-18100,Mick Crebagga,Email,United States,Chicago,Illinois,60623,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003441,40.68,3,0.2,-7.119
7228,CA-2020-127397,24/2/2020,Standard Class,ES-14080,Erin Smith,Sales,United States,Philadelphia,Pennsylvania,19134,East,Special Projects Muesil,Gluten Free,TEC-AC-10003033,1319.8,5,0.2,214.4675
7250,CA-2018-158491,4/6/2018,Second Class,BP-11155,Becky Pak,Email,United States,Los Angeles,California,90008,West,Special Projects Muesil,Gluten Free,TEC-AC-10001874,119.98,2,0,35.994
7251,CA-2018-158491,4/6/2018,Second Class,BP-11155,Becky Pak,Email,United States,Los Angeles,California,90008,West,Special Projects Muesil,Gluten Free,TEC-AC-10003870,989.97,3,0,395.988
7277,CA-2017-120670,2/11/2017,Standard Class,JK-16120,Julie Kriz,Facebook,United States,Fort Lauderdale,Florida,33311,South,Special Projects Muesil,Gluten Free,TEC-AC-10004171,799.92,10,0.2,239.976
7279,CA-2019-157217,19/7/2019,First Class,TC-21535,Tracy Collins,Facebook,United States,San Francisco,California,94110,West,Special Projects Muesil,Gluten Free,TEC-AC-10003095,389.97,3,0,132.5898
7280,CA-2019-108224,14/5/2019,First Class,TH-21235,Tiffany House,Sales,United States,Yuma,Arizona,85364,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,185.528,7,0.2,48.7011
7286,CA-2020-151183,14/10/2020,Standard Class,BK-11260,Berenike Kampe,Email,United States,San Francisco,California,94110,West,Special Projects Muesil,Gluten Free,TEC-AC-10003614,46.36,4,0,15.2988
7287,CA-2019-149965,20/6/2019,Standard Class,BS-11365,Bill Shonely,Sales,United States,Oklahoma City,Oklahoma,73120,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004877,6.9,1,0,0.552
7307,CA-2019-144092,5/11/2019,Second Class,LH-17155,Logan Haushalter,Email,United States,San Jose,California,95123,West,Special Projects Muesil,Gluten Free,TEC-AC-10002305,72,4,0,12.96
7323,CA-2020-167626,3/9/2020,Standard Class,MY-18295,Muhammed Yedwab,Sales,United States,Chicago,Illinois,60623,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004353,100.8,2,0.2,21.42
7336,CA-2018-113152,25/12/2018,Standard Class,JK-15625,Jim Karlsson,Email,United States,New York City,New York,10024,East,Special Projects Muesil,Gluten Free,TEC-AC-10002049,843.9,2,0,371.316
7352,CA-2020-141138,10/11/2020,Standard Class,GH-14425,Gary Hwang,Email,United States,Modesto,California,95351,West,Special Projects Muesil,Gluten Free,TEC-AC-10001772,111.79,7,0,43.5981
7400,CA-2017-124807,12/7/2017,Second Class,ME-17725,Max Engle,Email,United States,Chicago,Illinois,60610,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002857,23.84,4,0.2,3.278
7411,CA-2017-103058,23/7/2017,First Class,AG-10270,Alejandro Grove,Email,United States,New York City,New York,10011,East,Special Projects Muesil,Gluten Free,TEC-AC-10001314,99.98,2,0,7.9984
7413,CA-2020-121125,30/5/2020,Standard Class,MG-17890,Michael Granlund,Facebook,United States,Tigard,Oregon,97224,West,Special Projects Muesil,Gluten Free,TEC-AC-10002323,35.36,2,0.2,-3.094
7416,US-2019-114013,13/3/2019,Second Class,SC-20770,Stewart Carmichael,Sales,United States,Philadelphia,Pennsylvania,19134,East,Special Projects Muesil,Gluten Free,TEC-AC-10000474,379.96,5,0.2,47.495
7463,CA-2018-138485,27/2/2018,Second Class,NP-18670,Nora Paige,Email,United States,Seattle,Washington,98105,West,Special Projects Muesil,Gluten Free,TEC-AC-10002076,538.92,9,0,80.838
7488,US-2018-134558,19/12/2018,Second Class,PM-19135,Peter McVee,Facebook,United States,Dover,New Hampshire,3820,East,Special Projects Muesil,Gluten Free,TEC-AC-10004145,2249.91,9,0,517.4793
7501,CA-2020-121048,14/7/2020,Standard Class,TC-21295,Toby Carlisle,Email,United States,Westminster,California,92683,West,Special Projects Muesil,Gluten Free,TEC-AC-10000991,140.97,3,0,19.7358
7518,US-2020-167920,9/12/2020,Second Class,JL-15835,John Lee,Email,United States,Richmond,Kentucky,40475,South,Special Projects Muesil,Gluten Free,TEC-AC-10001013,146.45,5,0,48.3285
7564,CA-2020-157672,5/10/2020,First Class,RB-19795,Ross Baird,Facebook,United States,Denver,Colorado,80219,West,Special Projects Muesil,Gluten Free,TEC-AC-10001714,63.824,2,0.2,13.5626
7567,CA-2020-140802,21/4/2020,First Class,KN-16390,Katherine Nockton,Sales,United States,Houston,Texas,77070,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001998,47.976,3,0.2,8.3958
7576,CA-2018-129532,8/12/2018,Standard Class,YS-21880,Yana Sorensen,Sales,United States,Los Angeles,California,90036,West,Special Projects Muesil,Gluten Free,TEC-AC-10000865,236,4,0,40.12
7577,CA-2017-134726,2/11/2017,Second Class,SW-20755,Steven Ward,Sales,United States,Seattle,Washington,98115,West,Special Projects Muesil,Gluten Free,TEC-AC-10000023,41.94,2,0,15.0984
7603,CA-2017-131947,17/9/2017,Standard Class,JA-15970,Joseph Airdo,Email,United States,Springfield,Oregon,97477,West,Special Projects Muesil,Gluten Free,TEC-AC-10004633,55.92,10,0.2,16.776
7628,US-2018-159499,21/11/2018,Second Class,EM-14095,Eudokia Martin,Sales,United States,Phoenix,Arizona,85023,West,Special Projects Muesil,Gluten Free,TEC-AC-10002718,23.344,2,0.2,-1.459
7645,US-2019-157490,6/10/2019,First Class,LB-16795,Laurel Beltran,Facebook,United States,Pueblo,Colorado,81001,West,Special Projects Muesil,Gluten Free,TEC-AC-10001553,67.96,5,0.2,0.8495
7652,CA-2020-110821,7/8/2020,First Class,CK-12205,Chloris Kastensmidt,Email,United States,Dallas,Texas,75081,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001552,119.448,3,0.2,-13.4379
7671,CA-2018-130974,27/11/2018,Second Class,MA-17560,Matt Abelman,Facebook,United States,Everett,Massachusetts,2149,East,Special Projects Muesil,Gluten Free,TEC-AC-10003095,259.98,2,0,88.3932
7677,CA-2017-142951,8/10/2017,First Class,JG-15115,Jack Garza,Email,United States,Charlotte,North Carolina,28205,South,Special Projects Muesil,Gluten Free,TEC-AC-10002331,23.472,3,0.2,4.9878
7680,CA-2017-133592,31/12/2017,Standard Class,KM-16375,Katherine Murray,Facebook,United States,Providence,Rhode Island,2908,East,Special Projects Muesil,Gluten Free,TEC-AC-10002049,1687.8,4,0,742.632
7689,CA-2019-169838,25/11/2019,Standard Class,BB-11545,Brenda Bowman,Sales,United States,Jackson,Michigan,49201,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004518,160,8,0,62.4
7706,CA-2019-114601,26/8/2019,Standard Class,AA-10480,Andrew Allen,Email,United States,Detroit,Michigan,48234,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003911,479.97,3,0,163.1898
7709,CA-2017-139542,25/10/2017,Standard Class,EH-14185,Evan Henry,Email,United States,Philadelphia,Pennsylvania,19120,East,Special Projects Muesil,Gluten Free,TEC-AC-10001553,40.776,3,0.2,0.5097
7716,US-2020-101518,3/11/2020,Standard Class,PB-19105,Peter Bühler,Email,United States,Philadelphia,Pennsylvania,19140,East,Special Projects Muesil,Gluten Free,TEC-AC-10001553,40.776,3,0.2,0.5097
7719,US-2020-146213,9/9/2020,Standard Class,MC-17605,Matt Connell,Sales,United States,Los Angeles,California,90032,West,Special Projects Muesil,Gluten Free,TEC-AC-10001114,159.96,4,0,51.1872
7730,US-2019-109260,26/9/2019,Standard Class,TN-21040,Tanja Norvell,Facebook,United States,Tallahassee,Florida,32303,South,Special Projects Muesil,Gluten Free,TEC-AC-10002637,431.976,3,0.2,-75.5958
7741,CA-2017-154781,21/11/2017,Standard Class,SC-20680,Steve Carroll,Facebook,United States,San Francisco,California,94110,West,Special Projects Muesil,Gluten Free,TEC-AC-10000474,94.99,1,0,28.497
7747,CA-2018-109113,19/12/2018,Standard Class,EK-13795,Eileen Kiefer,Facebook,United States,Chicago,Illinois,60610,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004761,25.488,2,0.2,4.779
7757,CA-2020-100902,17/11/2020,Standard Class,CK-12595,Clytie Kelty,Email,United States,Charlotte,North Carolina,28205,South,Special Projects Muesil,Gluten Free,TEC-AC-10003174,431.16,5,0.2,107.79
7774,CA-2019-108196,25/11/2019,Standard Class,CS-12505,Cindy Stewart,Email,United States,Lancaster,Ohio,43130,East,Special Projects Muesil,Gluten Free,TEC-AC-10000926,59.976,3,0.2,11.9952
7793,CA-2020-169362,12/10/2020,First Class,SP-20860,Sung Pak,Sales,United States,Dallas,Texas,75217,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001383,39.984,2,0.2,-1.4994
7824,US-2017-115413,26/8/2017,Standard Class,PP-18955,Paul Prost,Facebook,United States,Newark,Delaware,19711,East,Special Projects Muesil,Gluten Free,TEC-AC-10002800,149.97,3,0,52.4895
7839,CA-2018-149083,25/9/2018,Standard Class,SH-19975,Sally Hughsby,Sales,United States,Seattle,Washington,98103,West,Special Projects Muesil,Gluten Free,TEC-AC-10002567,159.98,2,0,57.5928
7856,CA-2020-135587,7/12/2020,Standard Class,BH-11710,Brosina Hoffman,Email,United States,Hattiesburg,Mississippi,39401,South,Special Projects Muesil,Gluten Free,TEC-AC-10001266,52,4,0,23.4
7862,CA-2018-142993,12/10/2018,Standard Class,KA-16525,Kelly Andreada,Email,United States,Seattle,Washington,98103,West,Special Projects Muesil,Gluten Free,TEC-AC-10003038,17.9,2,0,3.401
7870,US-2020-166233,3/7/2020,Standard Class,MO-17950,Michael Oakman,Email,United States,Jacksonville,North Carolina,28540,South,Special Projects Muesil,Gluten Free,TEC-AC-10002167,24,2,0.2,-2.7
7882,CA-2020-118017,3/12/2020,Second Class,LC-16870,Lena Cacioppo,Email,United States,Thornton,Colorado,80229,West,Special Projects Muesil,Gluten Free,TEC-AC-10002006,76.752,6,0.2,10.5534
7883,CA-2020-118017,3/12/2020,Second Class,LC-16870,Lena Cacioppo,Email,United States,Thornton,Colorado,80229,West,Special Projects Muesil,Gluten Free,TEC-AC-10002006,102.336,8,0.2,14.0712
7891,CA-2019-148684,25/12/2019,Standard Class,TS-21655,Trudy Schmidt,Email,United States,Fayetteville,Arkansas,72701,South,Special Projects Muesil,Gluten Free,TEC-AC-10001838,399.98,2,0,171.9914
7901,CA-2020-128363,13/8/2020,Standard Class,DC-12850,Dan Campbell,Email,United States,Memphis,Tennessee,38109,South,Special Projects Muesil,Gluten Free,TEC-AC-10003709,1.584,2,0.2,0.4752
7916,CA-2020-165323,17/6/2020,Standard Class,SR-20740,Steven Roelle,Facebook,United States,New York City,New York,10024,East,Special Projects Muesil,Gluten Free,TEC-AC-10004992,101.34,3,0,8.1072
7921,CA-2020-139822,15/9/2020,Standard Class,Dp-13240,Dean percer,Facebook,United States,Waterbury,Connecticut,6708,East,Special Projects Muesil,Gluten Free,TEC-AC-10001090,59.98,2,0,10.7964
7927,CA-2020-120404,20/11/2020,Second Class,KH-16330,Katharine Harms,Sales,United States,New York City,New York,10035,East,Special Projects Muesil,Gluten Free,TEC-AC-10003433,2.97,3,0,1.3365
7972,US-2018-126753,16/8/2018,Standard Class,SP-20860,Sung Pak,Sales,United States,Philadelphia,Pennsylvania,19134,East,Special Projects Muesil,Gluten Free,TEC-AC-10004227,31.176,3,0.2,-5.4558
7991,US-2019-117793,23/8/2019,Standard Class,MA-17560,Matt Abelman,Facebook,United States,Sheboygan,Wisconsin,53081,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003433,1.98,2,0,0.891
7993,CA-2019-133872,14/6/2019,First Class,VM-21835,Vivian Mathis,Email,United States,Boca Raton,Florida,33433,South,Special Projects Muesil,Gluten Free,TEC-AC-10000521,18.464,2,0.2,2.308
7997,US-2020-105998,3/11/2020,First Class,CR-12580,Clay Rozendal,Facebook,United States,San Diego,California,92037,West,Special Projects Muesil,Gluten Free,TEC-AC-10004469,199.75,5,0,87.89
8002,CA-2018-110870,12/12/2018,First Class,KD-16270,Karen Daniels,Email,United States,Los Angeles,California,90032,West,Special Projects Muesil,Gluten Free,TEC-AC-10002926,299.94,6,0,128.9742
8014,CA-2020-120168,25/5/2020,First Class,TB-21625,Trudy Brown,Email,United States,New York City,New York,10009,East,Special Projects Muesil,Gluten Free,TEC-AC-10002167,120,8,0,13.2
8028,CA-2018-132465,11/9/2018,Second Class,DM-13525,Don Miller,Sales,United States,New York City,New York,10035,East,Special Projects Muesil,Gluten Free,TEC-AC-10001998,19.99,1,0,6.7966
8030,CA-2019-166373,21/10/2019,Standard Class,JF-15565,Jill Fjeld,Email,United States,San Antonio,Texas,78207,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002323,106.08,6,0.2,-9.282
8042,CA-2020-121489,21/8/2020,Second Class,CM-11815,Candace McMahon,Sales,United States,Seattle,Washington,98115,West,Special Projects Muesil,Gluten Free,TEC-AC-10000682,33.18,2,0,11.613
8043,US-2020-133081,11/3/2020,Standard Class,PV-18985,Paul Van Hugh,Facebook,United States,Cambridge,Massachusetts,2138,East,Special Projects Muesil,Gluten Free,TEC-AC-10001772,63.88,4,0,24.9132
8068,US-2018-160563,20/10/2018,Standard Class,NS-18640,Noel Staavos,Sales,United States,San Francisco,California,94109,West,Special Projects Muesil,Gluten Free,TEC-AC-10002567,239.97,3,0,86.3892
8079,CA-2018-106187,23/6/2018,Standard Class,RF-19345,Randy Ferguson,Sales,United States,East Point,Georgia,30344,South,Special Projects Muesil,Gluten Free,TEC-AC-10001590,75,3,0,18
8097,CA-2020-133046,27/7/2020,Second Class,DK-13375,Dennis Kane,Email,United States,Seattle,Washington,98115,West,Special Projects Muesil,Gluten Free,TEC-AC-10000991,234.95,5,0,32.893
8100,CA-2019-169663,10/3/2019,First Class,RH-19510,Rick Huthwaite,Facebook,United States,Los Angeles,California,90045,West,Special Projects Muesil,Gluten Free,TEC-AC-10003038,26.85,3,0,5.1015
8127,CA-2018-137064,6/2/2018,Standard Class,TS-21655,Trudy Schmidt,Email,United States,Houston,Texas,77070,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003499,18.528,2,0.2,4.4004
8130,CA-2017-127866,20/7/2017,First Class,JD-15895,Jonathan Doherty,Sales,United States,Riverside,California,92503,West,Special Projects Muesil,Gluten Free,TEC-AC-10000023,41.94,2,0,15.0984
8155,US-2020-143770,20/3/2020,Standard Class,RD-19720,Roger Demir,Email,United States,Middletown,Connecticut,6457,East,Special Projects Muesil,Gluten Free,TEC-AC-10002842,238,2,0,38.08
8158,CA-2019-103464,18/11/2019,Standard Class,PG-18820,Patrick Gardner,Email,United States,San Diego,California,92105,West,Special Projects Muesil,Gluten Free,TEC-AC-10002842,595,5,0,95.2
8160,CA-2019-120803,9/3/2019,Standard Class,RB-19465,Rick Bensley,Facebook,United States,Milford,Connecticut,6460,East,Special Projects Muesil,Gluten Free,TEC-AC-10004469,199.75,5,0,87.89
8171,CA-2020-107174,6/11/2020,Standard Class,AB-10060,Adam Bellavance,Facebook,United States,Seattle,Washington,98105,West,Special Projects Muesil,Gluten Free,TEC-AC-10001465,108.96,3,0,32.688
8178,CA-2020-149699,22/12/2020,First Class,CM-12115,Chad McGuire,Email,United States,Los Angeles,California,90008,West,Special Projects Muesil,Gluten Free,TEC-AC-10000474,474.95,5,0,142.485
8197,CA-2020-102736,5/9/2020,Standard Class,LP-17095,Liz Preis,Email,United States,Knoxville,Tennessee,37918,South,Special Projects Muesil,Gluten Free,TEC-AC-10004568,89.568,4,0.2,-1.1196
8230,CA-2019-123050,4/4/2019,Second Class,BC-11125,Becky Castell,Facebook,United States,Troy,New York,12180,East,Special Projects Muesil,Gluten Free,TEC-AC-10001109,89.97,3,0,37.7874
8243,CA-2017-109855,1/9/2017,Standard Class,LH-16900,Lena Hernandez,Email,United States,New York City,New York,10009,East,Special Projects Muesil,Gluten Free,TEC-AC-10002842,357,3,0,57.12
8258,CA-2020-152310,12/8/2020,Standard Class,DK-12895,Dana Kaydos,Email,United States,Seattle,Washington,98103,West,Special Projects Muesil,Gluten Free,TEC-AC-10000397,174.95,5,0,12.2465
8285,CA-2018-154284,21/12/2018,Second Class,SZ-20035,Sam Zeldin,Facebook,United States,Saint Charles,Illinois,60174,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003198,637.44,8,0.2,135.456
8289,CA-2017-156244,12/8/2017,Standard Class,DH-13675,Duane Huffman,Facebook,United States,Miami,Florida,33180,South,Special Projects Muesil,Gluten Free,TEC-AC-10002473,158.928,7,0.2,41.7186
8297,CA-2019-166380,30/5/2019,Standard Class,EB-13750,Edward Becker,Sales,United States,Arlington,Virginia,22204,South,Special Projects Muesil,Gluten Free,TEC-AC-10000109,111.98,2,0,26.8752
8302,US-2020-167318,26/7/2020,Standard Class,GZ-14545,George Zrebassa,Sales,United States,Los Angeles,California,90036,West,Special Projects Muesil,Gluten Free,TEC-AC-10003870,1649.95,5,0,659.98
8331,CA-2020-113572,7/11/2020,Standard Class,FP-14320,Frank Preis,Email,United States,New York City,New York,10024,East,Special Projects Muesil,Gluten Free,TEC-AC-10002370,7.88,4,0,2.5216
8339,CA-2017-153087,27/12/2017,Standard Class,TC-20980,Tamara Chand,Sales,United States,Decatur,Alabama,35601,South,Special Projects Muesil,Gluten Free,TEC-AC-10003198,498,5,0,184.26
8360,CA-2017-110555,11/4/2017,Standard Class,MM-18055,Michelle Moray,Email,United States,Great Falls,Montana,59405,West,Special Projects Muesil,Gluten Free,TEC-AC-10003399,217.44,6,0,91.3248
8384,CA-2019-145135,26/11/2019,First Class,CD-12790,Cynthia Delaney,Facebook,United States,Shelton,Connecticut,6484,East,Special Projects Muesil,Gluten Free,TEC-AC-10003447,59.97,3,0,14.9925
8406,CA-2020-140480,8/7/2020,Standard Class,HE-14800,Harold Engle,Sales,United States,Newark,Delaware,19711,East,Special Projects Muesil,Gluten Free,TEC-AC-10002473,141.9,5,0,58.179
8415,CA-2019-147109,17/12/2019,Standard Class,AH-10075,Adam Hart,Sales,United States,Arlington,Texas,76017,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002942,165.6,3,0.2,-6.21
8421,CA-2020-118199,9/5/2020,First Class,LB-16795,Laurel Beltran,Facebook,United States,Seattle,Washington,98105,West,Special Projects Muesil,Gluten Free,TEC-AC-10004171,199.98,2,0,87.9912
8422,CA-2020-150091,12/10/2020,Standard Class,NP-18670,Nora Paige,Email,United States,Lakewood,New Jersey,8701,East,Special Projects Muesil,Gluten Free,TEC-AC-10002167,45,3,0,4.95
8429,US-2020-132220,12/11/2020,Standard Class,DJ-13510,Don Jones,Sales,United States,Tempe,Arizona,85281,West,Special Projects Muesil,Gluten Free,TEC-AC-10004227,62.352,6,0.2,-10.9116
8438,CA-2018-112823,10/12/2018,Standard Class,RA-19945,Ryan Akin,Email,United States,Cleveland,Ohio,44105,East,Special Projects Muesil,Gluten Free,TEC-AC-10002550,25.488,2,0.2,4.4604
8465,CA-2018-144043,10/5/2018,Standard Class,AB-10165,Alan Barnes,Email,United States,Louisville,Colorado,80027,West,Special Projects Muesil,Gluten Free,TEC-AC-10002718,46.688,4,0.2,-2.918
8471,US-2020-132031,23/4/2020,Standard Class,PN-18775,Parhena Norris,Facebook,United States,Clarksville,Tennessee,37042,South,Special Projects Muesil,Gluten Free,TEC-AC-10002473,45.408,2,0.2,11.9196
8496,CA-2019-143154,2/12/2019,Standard Class,AS-10225,Alan Schoenberger,Sales,United States,Longmont,Colorado,80501,West,Special Projects Muesil,Gluten Free,TEC-AC-10002942,165.6,3,0.2,-6.21
8498,CA-2017-169061,5/3/2017,Second Class,AB-10150,Aimee Bixby,Email,United States,Yonkers,New York,10701,East,Special Projects Muesil,Gluten Free,TEC-AC-10002001,479.97,3,0,177.5889
8507,CA-2019-130400,8/3/2019,Standard Class,SJ-20125,Sanjit Jacobs,Facebook,United States,Dallas,Texas,75217,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004633,27.96,5,0.2,8.388
8509,CA-2018-135853,11/12/2018,First Class,CA-12775,Cynthia Arntzen,Email,United States,Detroit,Michigan,48205,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004761,175.23,11,0,61.3305
8528,CA-2020-161172,16/3/2020,First Class,SP-20920,Susan Pistek,Email,United States,Columbus,Ohio,43229,East,Special Projects Muesil,Gluten Free,TEC-AC-10004571,159.984,2,0.2,43.9956
8536,US-2017-163146,16/5/2017,Standard Class,CC-12475,Cindy Chapman,Email,United States,San Francisco,California,94122,West,Special Projects Muesil,Gluten Free,TEC-AC-10002217,56.4,3,0,3.384
8544,CA-2017-137575,6/8/2017,Standard Class,TB-21625,Trudy Brown,Email,United States,New York City,New York,10035,East,Special Projects Muesil,Gluten Free,TEC-AC-10004571,199.98,2,0,83.9916
8548,CA-2018-149566,5/12/2018,Standard Class,GB-14530,George Bell,Sales,United States,Los Angeles,California,90049,West,Special Projects Muesil,Gluten Free,TEC-AC-10001266,39,3,0,17.55
8554,US-2020-102904,13/11/2020,Standard Class,CB-12025,Cassandra Brandow,Email,United States,Decatur,Alabama,35601,South,Special Projects Muesil,Gluten Free,TEC-AC-10000927,239.92,8,0,23.992
8556,CA-2018-117884,22/3/2018,First Class,DC-13285,Debra Catini,Email,United States,Plantation,Florida,33317,South,Special Projects Muesil,Gluten Free,TEC-AC-10002567,447.944,7,0.2,89.5888
8583,CA-2017-130673,20/5/2017,Second Class,MC-17590,Matt Collister,Sales,United States,San Marcos,Texas,78666,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004227,20.784,2,0.2,-3.6372
8587,CA-2020-162015,11/7/2020,Standard Class,KB-16240,Karen Bern,Sales,United States,Los Angeles,California,90049,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,1287.45,5,0,244.6155
8594,CA-2020-159667,9/11/2020,Standard Class,PM-19135,Peter McVee,Facebook,United States,Jacksonville,Florida,32216,South,Special Projects Muesil,Gluten Free,TEC-AC-10002567,191.976,3,0.2,38.3952
8604,US-2019-116365,3/1/2019,Standard Class,CA-12310,Christine Abelman,Sales,United States,San Antonio,Texas,78207,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002217,30.08,2,0.2,-5.264
8605,US-2019-116365,3/1/2019,Standard Class,CA-12310,Christine Abelman,Sales,United States,San Antonio,Texas,78207,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002942,165.6,3,0.2,-6.21
8607,CA-2020-162936,18/8/2020,Standard Class,CM-12160,Charles McCrossin,Email,United States,New Bedford,Massachusetts,2740,East,Special Projects Muesil,Gluten Free,TEC-AC-10003614,23.18,2,0,7.6494
8612,CA-2020-123624,13/11/2020,Second Class,SE-20110,Sanjit Engle,Email,United States,Oxnard,California,93030,West,Special Projects Muesil,Gluten Free,TEC-AC-10000682,82.95,5,0,29.0325
8614,CA-2019-138233,9/11/2019,Standard Class,PF-19165,Philip Fox,Email,United States,Oakland,California,94601,West,Special Projects Muesil,Gluten Free,TEC-AC-10002001,479.97,3,0,177.5889
8625,CA-2018-136147,13/11/2018,Standard Class,FM-14380,Fred McMath,Email,United States,Miami,Florida,33178,South,Special Projects Muesil,Gluten Free,TEC-AC-10004568,111.96,5,0.2,-1.3995
8628,CA-2018-164084,7/9/2018,Standard Class,AG-10525,Andy Gerbode,Sales,United States,New York City,New York,10011,East,Special Projects Muesil,Gluten Free,TEC-AC-10002305,90,5,0,16.2
8639,CA-2020-118346,23/7/2020,First Class,PO-19180,Philisse Overcash,Facebook,United States,Kenosha,Wisconsin,53142,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000736,399.95,5,0,143.982
8654,CA-2017-142769,13/9/2017,First Class,RP-19390,Resi Pölking,Email,United States,Seattle,Washington,98103,West,Special Projects Muesil,Gluten Free,TEC-AC-10001606,199.98,2,0,75.9924
8655,CA-2017-142769,13/9/2017,First Class,RP-19390,Resi Pölking,Email,United States,Seattle,Washington,98103,West,Special Projects Muesil,Gluten Free,TEC-AC-10003399,144.96,4,0,60.8832
8656,CA-2017-142769,13/9/2017,First Class,RP-19390,Resi Pölking,Email,United States,Seattle,Washington,98103,West,Special Projects Muesil,Gluten Free,TEC-AC-10000865,118,2,0,20.06
8680,CA-2019-112739,2/9/2019,Second Class,RD-19810,Ross DeVincentis,Facebook,United States,Houston,Texas,77070,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001714,159.56,5,0.2,33.9065
8683,CA-2017-133634,5/11/2017,Standard Class,SR-20740,Steven Roelle,Facebook,United States,Arlington,Virginia,22204,South,Special Projects Muesil,Gluten Free,TEC-AC-10002550,47.79,3,0,16.2486
8685,CA-2019-155446,16/12/2019,Standard Class,TN-21040,Tanja Norvell,Facebook,United States,San Diego,California,92024,West,Special Projects Muesil,Gluten Free,TEC-AC-10001445,21.21,7,0,4.4541
8693,CA-2019-136770,14/8/2019,Standard Class,SP-20650,Stephanie Phelps,Sales,United States,Akron,Ohio,44312,East,Special Projects Muesil,Gluten Free,TEC-AC-10000420,279.96,5,0.2,48.993
8694,CA-2019-118311,24/10/2019,Standard Class,ED-13885,Emily Ducich,Facebook,United States,San Francisco,California,94110,West,Special Projects Muesil,Gluten Free,TEC-AC-10000892,450,5,0,162
